index,Debtor Name,Industry Division,Industry Group,Cause,Date Filed,Disposition,363sale,Duration,Inc. State,District Filed,City Filed,Forum Shopping,Filing Party,Plan Type,Employees,Business Survival,Refiled,Headquarters City,Date Disposed,Asset Size,Employee Size,Annual Sales,Assets (millions),Chapter at Filing,Debtor's Attorney
1042,Tamalpais Bancorp,"H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2010-09-24,Chapter 7 at filing,Chapter 7 at filing,,CA,CA ND,Santa Rosa,Filed at headquarters,debtors,not applicable,72.0,company did not emerge,not emerged 5 years,CA Santa Rosa,,c $500 million but less than $1billion,e Less than 200,50256306.0,751.0,Chapter 7,MacConaghy Barnier
1043,Tandon Corp. (TSL Holdings Inc.),D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,1993-03-05,converted,no 363 sale,1426.0,DE,CA CD,Santa Barbara,Filed at headquarters,debtors,prenegotiated,1656.0,company did not emerge,not emerged 5 years,CA Santa Barbara,1997-01-29,d Less than $500 million,"c 1,000 but less than 10,000",836899697.0,437.0,Chapter 11,Pachulski Stang
1044,Tarragon Corporation,"H: Finance, Insurance, And Real Estate",67 Holding And Other Investment Offices,Not tort,2009-01-12,confirmed,no 363 sale,522.0,NV,NJ,Newark,Forum Shop,debtors,free fall,511.0,Company emerged,"emerged 5 years, did not refile",NY New York,2010-06-18,b $1 billion but less than $10 billion,"d 200 but less than 1,000",553421495.0,1399.0,Chapter 11,Cole Schotz
1045,TBS International plc,"E: Transportation, Communications, Electric, Gas",44 Water Transportation,Not tort,2012-02-06,confirmed,no 363 sale,52.0,Ireland,NY SD,White Plains,Forum Shop,debtors,prepackaged,170.0,Company emerged,"emerged 5 years, did not refile",Outside United States,2012-03-29,c $500 million but less than $1billion,e Less than 200,471186749.0,785.0,Chapter 11,Gibson Dunn
1046,"Team Financial, Inc.","H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2009-04-05,dismissed,no 363 sale,1817.0,KS,KS,Wichita,Forum Shop,debtors,free fall,267.0,company did not emerge,not emerged 5 years,KS Kansas City,2014-03-27,b $1 billion but less than $10 billion,"d 200 but less than 1,000",71831936.0,1008.0,Chapter 11,Redmond Nazar
1047,Technical Equities Corp.,D: Manufacturing,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",Fraud,1986-02-07,confirmed,no 363 sale,521.0,CA,CA ND,San Francisco,Forum Shop,debtors,free fall,1550.0,Company emerged,"emerged 5 years, did not refile",CA San Jose,1987-07-13,d Less than $500 million,"c 1,000 but less than 10,000",325056300.0,480.0,Chapter 11,Gendel Raskoff
1048,Telesphere Communications Inc.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,1991-08-19,converted,363 sale,80.0,DE,IL ND,Chicago,Filed at headquarters,creditors,free fall,957.0,company did not emerge,not emerged 5 years,IL Chicago,1991-11-07,d Less than $500 million,"d 200 but less than 1,000",559332639.0,431.0,Chapter 11,Ross Hardies
1049,Teligent Inc,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2001-05-21,confirmed,no 363 sale,473.0,DE,NY SD,New York,Forum Shop,debtors,free fall,2357.0,Company emerged,"emerged 5 years, did not refile",VA Alexandria,2002-09-06,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",222908284.0,1773.0,Chapter 11,Kirkland Ellis
1050,"Telscape International, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2001-04-27,dismissed,363 sale,1316.0,TX,DE,Wilmington,Forum Shop,debtors,free fall,616.0,company did not emerge,not emerged 5 years,GA Atlanta,2004-12-03,c $500 million but less than $1billion,"d 200 but less than 1,000",89640456.0,554.0,Chapter 11,no data
1051,Temecula Valley Bancorp Inc.,"H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2009-11-06,Chapter 7 at filing,Chapter 7 at filing,,CA,CA CD,Riverside,Filed at headquarters,debtors,not applicable,286.0,company did not emerge,not emerged 5 years,CA Riverside,,b $1 billion but less than $10 billion,"d 200 but less than 1,000",114048336.0,1823.0,Chapter 7,Lawrence C. Meyerson
1052,TerreStar Corporation (2011),"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2011-02-16,confirmed,no 363 sale,616.0,DE,NY SD,New York,Forum Shop,debtors,free fall,104.0,Company emerged,"emerged 5 years, did not refile",VA Alexandria,2012-10-24,b $1 billion but less than $10 billion,e Less than 200,2805896.0,1620.0,Chapter 11,Akin Gump
1053,TerreStar Corporation (TerreStar Networks Inc. only) (2010),"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2010-10-19,confirmed,363 sale,484.0,DE,NY SD,New York,Forum Shop,debtors,free fall,104.0,company did not emerge,not emerged 5 years,VA Alexandria,2012-02-15,b $1 billion but less than $10 billion,e Less than 200,2839226.0,1638.0,Chapter 11,Akin Gump
1054,Texaco Inc.,D: Manufacturing,29 Petroleum Refining And Related Industries,Other tort,1987-04-12,confirmed,no 363 sale,346.0,DE,NY SD,White Plains,Filed at headquarters,debtors,free fall,51978.0,Company emerged,"emerged 5 years, did not refile",NY White Plains,1988-03-23,a $10 billion and over,"a 30,000 and over",75324828163.0,80754.0,Chapter 11,Weil Gotshal
1055,Texas American Bancshares Inc.,"H: Finance, Insurance, And Real Estate",67 Holding And Other Investment Offices,Not tort,1989-08-02,confirmed,no 363 sale,314.0,TX,TX ND,Fort Worth,Filed at headquarters,debtors,free fall,2909.0,no data,no data,TX Fort Worth,1990-06-12,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",929825285.0,9162.0,Chapter 11,Sullivan Cromwell
1056,"Texas Petrochemical Holdings, Inc.",D: Manufacturing,28 Chemicals and Allied Products,Not tort,2003-07-20,confirmed,no 363 sale,277.0,TX,TX SD,Houston,Filed at headquarters,debtors,free fall,323.0,Company emerged,"emerged 5 years, did not refile",TX Houston,2004-04-22,c $500 million but less than $1billion,"d 200 but less than 1,000",849833605.0,686.0,Chapter 11,Pachulski Stang
1057,TGX Corp.,B: Mining,13 Oil And Gas Extraction,Not tort,1990-02-22,confirmed,no 363 sale,684.0,DE,LA WD,Shreveport,Filed at headquarters,debtors,free fall,116.0,Company emerged,"emerged 5 years, did not refile",LA Shreveport,1992-01-07,d Less than $500 million,e Less than 200,285418455.0,472.0,Chapter 11,Davidson Nix
1058,Thaxton Group Inc.,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Fraud,2003-10-17,confirmed,no 363 sale,1264.0,SC,DE,Wilmington,Forum Shop,debtors,free fall,1057.0,company did not emerge,not emerged 5 years,SC Columbia,2007-04-03,d Less than $500 million,"c 1,000 but less than 10,000",113959487.0,352.0,Chapter 11,Morris Nichols
1059,Thermadyne Holdings Corp. (1993),D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,1993-12-02,confirmed,no 363 sale,47.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,3000.0,Company emerged,"emerged 5 years, did not refile",MO St. Louis,1994-01-18,c $500 million but less than $1billion,"c 1,000 but less than 10,000",787799861.0,940.0,Chapter 11,Weil Gotshal
1060,Thermadyne Holdings Corp. (2001),D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,2001-11-19,confirmed,no 363 sale,500.0,DE,MO ED,St. Louis,Filed at headquarters,debtors,free fall,3451.0,Company emerged,"emerged 5 years, did not refile",MO St. Louis,2003-04-03,d Less than $500 million,"c 1,000 but less than 10,000",748972871.0,467.0,Chapter 11,Bryan Cave
1061,"Thorn Apple Valley, Inc.",D: Manufacturing,20 Food and Kindred Products,Not tort,1999-03-05,converted,363 sale,879.0,MI,MI ED,Detroit,Filed at headquarters,debtors,free fall,3100.0,company did not emerge,not emerged 5 years,MI Detroit,2001-07-31,d Less than $500 million,"c 1,000 but less than 10,000",820881405.0,417.0,Chapter 11,Honigman Miller
1062,"Thornburg Mortgage, Inc.","H: Finance, Insurance, And Real Estate",67 Holding And Other Investment Offices,Not tort,2009-05-01,pending,case pending,,MD,MD,Baltimore,Forum Shop,debtors,free fall,525.0,case pending,not emerged 5 years,NM Albuquerque,,a $10 billion and over,"d 200 but less than 1,000",3213093527.0,44473.0,Chapter 11,Venable
1063,THQ Inc.,I: Services,73 Business Services,Not tort,2012-12-19,confirmed,363 sale,210.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,1088.0,company did not emerge,not emerged 5 years,CA Woodland Hills,2013-07-17,d Less than $500 million,"c 1,000 but less than 10,000",942558955.0,446.0,Chapter 11,Gibson Dunn
1064,Tidewater Inc.,"E: Transportation, Communications, Electric, Gas",44 Water Transportation,Not tort,2017-05-17,confirmed,no 363 sale,61.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,5510.0,Company emerged,not emerged 5 years,LA New Orleans,2017-07-17,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",640306063.0,4460.0,Chapter 11,Weil Gotshal
1065,TierOne Corporation,"H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2010-06-24,Chapter 7 at filing,Chapter 7 at filing,,WI,NE,Lincoln,Filed at headquarters,debtors,not applicable,855.0,company did not emerge,not emerged 5 years,NE Lincoln,,b $1 billion but less than $10 billion,"d 200 but less than 1,000",254811963.0,3965.0,Chapter 7,Woods Aitken
1066,Todd Shipyards Corp.,D: Manufacturing,37 Transportation Equipment,Not tort,1987-08-17,confirmed,no 363 sale,1215.0,NY,NJ,Newark,Filed at headquarters,debtors,free fall,4300.0,Company emerged,"emerged 5 years, did not refile",NJ Newark,1990-12-14,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",948990571.0,1013.0,Chapter 11,Proskauer Rose
1067,Tokheim Corp. (2000),D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,2000-08-28,confirmed,no 363 sale,37.0,IN,DE,Wilmington,Forum Shop,debtors,prepackaged,4500.0,Company emerged,"emerged 5 years, refiled",IN Fort Wayne,2000-10-04,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1046014142.0,1041.0,Chapter 11,Skadden Arps
1068,Tokheim Corporation (2002),D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,2002-11-21,confirmed,363 sale,208.0,IN,DE,Wilmington,Forum Shop,debtors,free fall,3700.0,Company emerged,"emerged 5 years, did not refile",IN Fort Wayne,2003-06-17,c $500 million but less than $1billion,"c 1,000 but less than 10,000",709734900.0,658.0,Chapter 11,Skadden Arps
1069,Tops Holding II Corporation,G: Retail Trade,54 Food Stores,Not tort,2018-02-21,confirmed,no 363 sale,261.0,DE,NY SD,White Plains,Forum Shop,debtors,free fall,14800.0,Company emerged,not emerged 5 years,NY Buffalo,2018-11-09,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",2570068507.0,1074.0,Chapter 11,Weil Gotshal
1070,Touch America Holdings Inc.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2003-06-19,confirmed,363 sale,474.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,2112.0,company did not emerge,not emerged 5 years,MT Butte,2004-10-05,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",779862275.0,4337.0,Chapter 11,Young Conaway
1071,"TOUSA, Inc.",C: Construction,15 Building Construction General Contractors And Operative Builders,Not tort,2008-01-29,confirmed,363 sale,2015.0,DE,FL SD,Fort Lauderdale,Filed at headquarters,debtors,prenegotiated,1470.0,company did not emerge,not emerged 5 years,FL Fort Lauderdale,2013-08-05,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",2663719901.0,2174.0,Chapter 11,Kirkland Ellis
1072,"Tower Air, Inc.","E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,2000-02-29,converted,no 363 sale,295.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,1932.0,company did not emerge,not emerged 5 years,NY Brooklyn,2000-12-20,c $500 million but less than $1billion,"c 1,000 but less than 10,000",742458280.0,538.0,Chapter 11,Young Conaway
1073,"Tower Automotive, Inc.",D: Manufacturing,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",Not tort,2005-02-02,confirmed,no 363 sale,890.0,DE,NY SD,New York,Forum Shop,debtors,free fall,12891.0,Company emerged,"emerged 5 years, did not refile",MI Detroit,2007-07-12,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",4316866294.0,3478.0,Chapter 11,Kirkland Ellis
1074,Towle Mfg. Co. (1986),D: Manufacturing,39 Miscellaneous Manufacturing Industries,Not tort,1986-03-24,confirmed,no 363 sale,555.0,MA,NY SD,New York,Forum Shop,debtors,free fall,2500.0,Company emerged,"emerged 5 years, refiled",MA Boston,1987-09-30,c $500 million but less than $1billion,"c 1,000 but less than 10,000",530912088.0,574.0,Chapter 11,Levin Weintraub
1075,"Town Sports International Holdings, Inc. (TSI, LLC only)",I: Services,79 Amusement And Recreation Services,Not tort,2020-09-14,confirmed,363 sale,95.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,9200.0,case pending,not emerged 5 years,FL West Palm Beach,2020-12-18,c $500 million but less than $1billion,"c 1,000 but less than 10,000",467107900.0,795.0,Chapter 11,Kirkland Ellis
1076,Towner Petroleum Co.,B: Mining,13 Oil And Gas Extraction,Not tort,1984-09-25,confirmed,no 363 sale,428.0,DE,OK WD,Oklahoma City,Forum Shop,debtors,free fall,190.0,Company emerged,"emerged 5 years, did not refile",TX Houston,1985-11-27,d Less than $500 million,e Less than 200,55567787.0,480.0,Chapter 11,Reynolds Ridings
1077,"Toys R Us, Inc.",G: Retail Trade,59 Miscellaneous Retail,Not tort,2017-09-19,confirmed,no 363 sale,428.0,DE,VA ED,Richmond,Forum Shop,debtors,free fall,107000.0,company did not emerge,not emerged 5 years,NJ Newark,2018-11-21,b $1 billion but less than $10 billion,"a 30,000 and over",12178438289.0,7290.0,Chapter 11,Kirkland Ellis
1078,Tracor Inc.,D: Manufacturing,"38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",Not tort,1991-02-15,confirmed,no 363 sale,294.0,DE,TX WD,Austin,Filed at headquarters,debtors,free fall,11200.0,Company emerged,"emerged 5 years, did not refile",TX Austin,1991-12-06,d Less than $500 million,"b 10,000 but less than 30,000",517067942.0,327.0,Chapter 11,Winstead Sechrest
1079,"Trans World Airlines, Inc. (1992)","E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,1992-01-31,confirmed,no 363 sale,558.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,29463.0,Company emerged,"emerged 5 years, refiled",NY White Plains,1993-08-11,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",6903189080.0,5060.0,Chapter 11,Jones Day
1080,"Trans World Airlines, Inc. (1995)","E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,1995-06-30,confirmed,no 363 sale,35.0,DE,MO ED,St. Louis,Filed at headquarters,debtors,prepackaged,22800.0,Company emerged,"emerged 5 years, did not refile",MO St. Louis,1995-08-04,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",5820444398.0,4262.0,Chapter 11,Smith Gambrell
1081,"Trans World Airlines, Inc. (2001)","E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,2001-01-10,confirmed,363 sale,520.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,20972.0,company did not emerge,not emerged 5 years,MO St. Louis,2002-06-14,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",4922378447.0,3179.0,Chapter 11,Kirkland Ellis
1082,Transmeridian Exploration Incorporated,B: Mining,13 Oil And Gas Extraction,Not tort,2009-03-20,confirmed,no 363 sale,152.0,DE,TX SD,Houston,Filed at headquarters,debtors,free fall,201.0,company did not emerge,not emerged 5 years,TX Houston,2009-08-19,d Less than $500 million,"d 200 but less than 1,000",41666043.0,497.0,Chapter 11,Wauson Probus
1083,Transportation Components Inc.,F: Wholesale Trade,50 Wholesale Trade-durable Goods,Not tort,2001-05-07,confirmed,no 363 sale,382.0,DE,TX SD,Houston,Filed at headquarters,debtors,free fall,1790.0,company did not emerge,not emerged 5 years,TX Houston,2002-05-24,d Less than $500 million,"c 1,000 but less than 10,000",454400338.0,330.0,Chapter 11,Porter Hedges
1084,"Trend-Lines, Inc.",G: Retail Trade,59 Miscellaneous Retail,Not tort,2000-08-11,confirmed,no 363 sale,432.0,MA,MA,Boston,Filed at headquarters,debtors,free fall,1606.0,Company emerged,"emerged 5 years, refiled",MA Boston,2001-10-17,d Less than $500 million,"c 1,000 but less than 10,000",415149229.0,320.0,Chapter 11,Hanify King
1085,Trenwick Group Ltd,"H: Finance, Insurance, And Real Estate",63 Insurance Carriers,Not tort,2003-08-20,dismissed,no 363 sale,440.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,385.0,not classified,not classified,Outside United States,2004-11-02,b $1 billion but less than $10 billion,"d 200 but less than 1,000",1547236725.0,7447.0,Chapter 11,Dewey Ballantine
1086,Triad Guaranty Inc.,"H: Finance, Insurance, And Real Estate",63 Insurance Carriers,Not tort,2013-06-03,confirmed,no 363 sale,1681.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,51.0,Company emerged,not emerged 5 years,AL Birmingham,2018-01-09,b $1 billion but less than $10 billion,e Less than 200,231341570.0,1000.0,Chapter 11,Womble Carlyle
1087,Triangle Petroleum Corp. (Triangle USA Petroleum Corp. only),B: Mining,13 Oil And Gas Extraction,Not tort,2016-06-29,confirmed,no 363 sale,254.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,385.0,Company emerged,not emerged 5 years,CO Denver,2017-03-10,c $500 million but less than $1billion,"d 200 but less than 1,000",387038699.0,814.0,Chapter 11,Skadden Arps
1088,Tribune Company,D: Manufacturing,"27 Printing, Publishing, And Allied Industries",Not tort,2008-12-08,confirmed,no 363 sale,1323.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,19600.0,Company emerged,"emerged 5 years, did not refile",IL Chicago,2012-07-23,a $10 billion and over,"b 10,000 but less than 30,000",6273909108.0,16295.0,Chapter 11,Sidley Austin
1089,"Trico Marine Services, Inc. (2004)","E: Transportation, Communications, Electric, Gas",44 Water Transportation,Not tort,2004-12-21,confirmed,no 363 sale,31.0,DE,NY SD,New York,Forum Shop,debtors,prepackaged,983.0,Company emerged,"emerged 5 years, did not refile",LA New Orleans,2005-01-21,c $500 million but less than $1billion,"d 200 but less than 1,000",169069937.0,801.0,Chapter 11,Kirkland Ellis
1090,"Trico Marine Services, Inc. (2010)","E: Transportation, Communications, Electric, Gas",44 Water Transportation,Not tort,2010-08-25,confirmed,363 sale,342.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,1780.0,company did not emerge,not emerged 5 years,TX Houston,2011-08-02,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",766226331.0,1284.0,Chapter 11,Vinson Elkins
1091,"Trident Microsystems, Inc.",D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,2012-01-04,confirmed,363 sale,344.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,1522.0,company did not emerge,not emerged 5 years,CA San Jose,2012-12-13,d Less than $500 million,"c 1,000 but less than 10,000",640311088.0,426.0,Chapter 11,DLA Piper
1092,"Trism, Inc.","E: Transportation, Communications, Electric, Gas",42 Motor Freight Transportation And Warehousing,Not tort,1999-09-16,confirmed,no 363 sale,84.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,2504.0,Company emerged,"emerged 5 years, refiled",GA Atlanta,1999-12-09,d Less than $500 million,"c 1,000 but less than 10,000",452425808.0,332.0,Chapter 11,Proskauer Rose
1093,Tronox Incorporated,D: Manufacturing,28 Chemicals and Allied Products,Environmental,2009-01-12,confirmed,no 363 sale,687.0,DE,NY SD,New York,Forum Shop,debtors,free fall,2031.0,Company emerged,"emerged 5 years, did not refile",OK Oklahoma City,2010-11-30,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1759896098.0,2126.0,Chapter 11,Kirkland Ellis
1094,"Trump Entertainment Resorts, Inc. (2009)",I: Services,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",Not tort,2009-02-17,confirmed,no 363 sale,444.0,DE,NJ,Camden,Filed at headquarters,debtors,free fall,6400.0,Company emerged,"emerged 5 years, refiled",NJ Camden,2010-05-07,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1132699790.0,2513.0,Chapter 11,Latham Watkins
1095,"Trump Entertainment Resorts, Inc. (2014)",I: Services,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",Not tort,2014-09-09,confirmed,no 363 sale,184.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,3700.0,Company emerged,not emerged 5 years,NJ Camden,2015-03-12,c $500 million but less than $1billion,"c 1,000 but less than 10,000",704159934.0,633.0,Chapter 11,Jones Day
1096,Trump Hotels & Casino Resorts Inc. (2004),I: Services,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",Not tort,2004-11-21,confirmed,no 363 sale,141.0,DE,NJ,Camden,Filed at headquarters,debtors,prenegotiated,8564.0,Company emerged,"emerged 5 years, refiled",NJ Camden,2005-04-11,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1583908301.0,2770.0,Chapter 11,Latham Watkins
1097,Trump Plaza Funding Inc.,I: Services,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",Not tort,1992-03-09,confirmed,no 363 sale,52.0,NJ,NJ,Camden,Filed at headquarters,debtors,prepackaged,3860.0,Company emerged,"emerged 5 years, did not refile",NJ Camden,1992-04-30,c $500 million but less than $1billion,"c 1,000 but less than 10,000",581949029.0,708.0,Chapter 11,Willkie Farr
1098,Trump Taj Mahal Funding Inc.,I: Services,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",Not tort,1991-07-16,confirmed,no 363 sale,43.0,NJ,NJ,Camden,Filed at headquarters,debtors,prepackaged,5300.0,Company emerged,"emerged 5 years, did not refile",NJ Camden,1991-08-28,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",682162664.0,1405.0,Chapter 11,Willkie Farr
1099,Trumps Castle Funding Inc.,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,1992-03-09,confirmed,no 363 sale,57.0,NJ,NJ,Camden,Filed at headquarters,debtors,prepackaged,3083.0,Company emerged,"emerged 5 years, did not refile",NJ Camden,1992-05-05,c $500 million but less than $1billion,"c 1,000 but less than 10,000",463669898.0,732.0,Chapter 11,Willkie Farr
1100,Tuesday Morning Corporation,G: Retail Trade,53 General Merchandise Stores,Not tort,2020-05-27,confirmed,no 363 sale,210.0,DE,TX ND,Dallas,Filed at headquarters,debtors,free fall,9634.0,Company emerged,not emerged 5 years,TX Dallas,2020-12-23,d Less than $500 million,"c 1,000 but less than 10,000",1023274315.0,376.0,Chapter 11,Haynes Boone
1101,Tultex Corporation,D: Manufacturing,22 Textile Mill Products,Not tort,1999-12-03,confirmed,no 363 sale,714.0,VA,VA WD,Lynchburg,Filed at headquarters,debtors,free fall,5138.0,company did not emerge,not emerged 5 years,VA Lynchburg,2001-11-16,c $500 million but less than $1billion,"c 1,000 but less than 10,000",725400744.0,692.0,Chapter 11,LeClair Ryan
1102,"Tweeter Home Entertainment Group, Inc.",G: Retail Trade,"57 Home Furniture, Furnishings, and Equipment Stores",Not tort,2007-06-11,confirmed,363 sale,2691.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,3200.0,Company emerged,"emerged 5 years, refiled",MA Boston,2014-10-23,d Less than $500 million,"c 1,000 but less than 10,000",969012025.0,323.0,Chapter 11,Skadden Arps
1103,TXCO Resources Inc.,B: Mining,13 Oil And Gas Extraction,Not tort,2009-05-17,confirmed,no 363 sale,257.0,DE,TX WD,San Antonio,Filed at headquarters,debtors,free fall,121.0,company did not emerge,not emerged 5 years,TX San Antonio,2010-01-29,c $500 million but less than $1billion,e Less than 200,175032683.0,593.0,Chapter 11,Cox Smith
1104,"U.S. Aggregates, Inc.",B: Mining,"14 Mining and Quarrying of Nonmetallic Minerals, Except Fuels",Not tort,2002-03-11,confirmed,363 sale,563.0,DE,NV,Reno,Forum Shop,debtors,free fall,1476.0,company did not emerge,not emerged 5 years,UT Salt Lake City,2003-09-25,c $500 million but less than $1billion,"c 1,000 but less than 10,000",425382595.0,622.0,Chapter 11,Stutman Treister
1105,"U.S. Concrete, Inc.",D: Manufacturing,"32 Stone, Clay, Glass, And Concrete Products",Not tort,2010-04-29,confirmed,no 363 sale,91.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,2373.0,Company emerged,"emerged 5 years, did not refile",TX Houston,2010-07-29,d Less than $500 million,"c 1,000 but less than 10,000",638594947.0,465.0,Chapter 11,Kirkland Ellis
1106,U.S. Home Corp.,C: Construction,15 Building Construction General Contractors And Operative Builders,Not tort,1991-04-15,confirmed,no 363 sale,770.0,DE,NY SD,New York,Forum Shop,debtors,free fall,886.0,Company emerged,"emerged 5 years, did not refile",TX Houston,1993-05-24,b $1 billion but less than $10 billion,"d 200 but less than 1,000",1219869870.0,1196.0,Chapter 11,Kaye Scholer
1107,U.S. Office Products Company,G: Retail Trade,59 Miscellaneous Retail,Not tort,2001-03-05,confirmed,363 sale,283.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,12500.0,company did not emerge,not emerged 5 years,DC Washington,2001-12-13,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",3694817777.0,2581.0,Chapter 11,no data
1108,"U.S.A. Floral Products, Inc.",F: Wholesale Trade,51 Wholesale Trade-non-durable Goods,Not tort,2001-04-02,confirmed,363 sale,254.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,3700.0,company did not emerge,not emerged 5 years,FL Miami,2001-12-12,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1362003674.0,717.0,Chapter 11,Venable Baetjer
1109,UAL Corporation,"E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,2002-12-09,confirmed,no 363 sale,1138.0,DE,IL ND,Chicago,Filed at headquarters,debtors,free fall,84000.0,Company emerged,"emerged 5 years, did not refile",IL Chicago,2006-01-20,a $10 billion and over,"a 30,000 and over",23225238364.0,36281.0,Chapter 11,Kirkland Ellis
1110,"UCBH Holdings, Inc.","H: Finance, Insurance, And Real Estate",60 Depository Institutions,Fraud?,2009-11-24,Chapter 7 at filing,Chapter 7 at filing,,DE,CA ND,San Francisco,Filed at headquarters,debtors,not applicable,1542.0,company did not emerge,not emerged 5 years,CA San Francisco,,a $10 billion and over,"c 1,000 but less than 10,000",842735147.0,16261.0,Chapter 7,Squire Sanders
1111,"UDC Homes, Inc.",C: Construction,15 Building Construction General Contractors And Operative Builders,Not tort,1995-05-17,confirmed,no 363 sale,139.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,690.0,Company emerged,"emerged 5 years, did not refile",AZ Phoenix,1995-10-03,c $500 million but less than $1billion,"d 200 but less than 1,000",870756710.0,998.0,Chapter 11,Skadden Arps
1112,"Ultimate Electronics, Inc.",G: Retail Trade,"57 Home Furniture, Furnishings, and Equipment Stores",Not tort,2005-01-11,confirmed,363 sale,332.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,3475.0,Company emerged,"emerged 5 years, did not refile",CO Denver,2005-12-09,d Less than $500 million,"c 1,000 but less than 10,000",973676944.0,459.0,Chapter 11,Skadden Arps
1113,Ultra Petroleum Corp. (2016),B: Mining,13 Oil And Gas Extraction,Not tort,2016-04-29,confirmed,no 363 sale,319.0,Canada,TX SD,Houston,Filed at headquarters,debtors,free fall,167.0,Company emerged,not emerged 5 years,TX Houston,2017-03-14,b $1 billion but less than $10 billion,e Less than 200,913507001.0,1058.0,Chapter 11,Kirkland Ellis
