index,Debtor Name,Industry Division,Industry Group,Cause,Date Filed,Disposition,363sale,Duration,Inc. State,District Filed,City Filed,Forum Shopping,Filing Party,Plan Type,Employees,Business Survival,Refiled,Headquarters City,Date Disposed,Asset Size,Employee Size,Annual Sales,Assets (millions),Chapter at Filing,Debtor's Attorney
275,Criimi Mae Inc.,"H: Finance, Insurance, And Real Estate",67 Holding And Other Investment Offices,Not tort,1998-10-05,confirmed,no 363 sale,779.0,MD,MD,Greenbelt,Filed at headquarters,debtors,free fall,169.0,Company emerged,"emerged 5 years, did not refile",MD Greenbelt,2000-11-22,b $1 billion but less than $10 billion,e Less than 200,225157537.0,2975.0,Chapter 11,Akin Gump
276,Crown Pacific Partners L.P.,D: Manufacturing,"24 Lumber And Wood Products, Except Furniture",Not tort,2003-06-29,confirmed,no 363 sale,540.0,DE,AZ,Phoenix,Forum Shop,debtors,free fall,769.0,company did not emerge,not emerged 5 years,OR Portland,2004-12-20,c $500 million but less than $1billion,"d 200 but less than 1,000",686562389.0,869.0,Chapter 11,Andrews Kurth
277,Crown Vantage Inc.,D: Manufacturing,26 Paper and Allied Products,Not tort,2000-03-15,confirmed,363 sale,614.0,VA,CA ND,Oakland,Forum Shop,debtors,free fall,2675.0,company did not emerge,not emerged 5 years,OH Cincinnati,2001-11-19,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1124359147.0,847.0,Chapter 11,Shearman Sterling
278,"Crystal Brands, Inc.",D: Manufacturing,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,Not tort,1994-01-21,confirmed,no 363 sale,550.0,DE,NY SD,New York,Forum Shop,debtors,free fall,4200.0,company did not emerge,not emerged 5 years,CT Bridgeport,1995-07-25,d Less than $500 million,"c 1,000 but less than 10,000",791577279.0,443.0,Chapter 11,Weil Gotshal
279,Crystal Oil Co.,B: Mining,13 Oil And Gas Extraction,Not tort,1986-10-01,confirmed,no 363 sale,91.0,LA,LA WD,Shreveport,Filed at headquarters,debtors,prepackaged,283.0,Company emerged,"emerged 5 years, did not refile",LA Shreveport,1986-12-31,c $500 million but less than $1billion,"d 200 but less than 1,000",222845780.0,807.0,Chapter 11,Fulbright Jaworski
280,"CTC Communications Group, Inc.",I: Services,73 Business Services,Not tort,2002-10-03,confirmed,no 363 sale,413.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,705.0,Company emerged,"emerged 5 years, did not refile",MA Boston,2003-11-20,c $500 million but less than $1billion,"d 200 but less than 1,000",430203054.0,528.0,Chapter 11,Young Conaway
281,Cumulus Media Inc.,"E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2017-11-29,confirmed,no 363 sale,162.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,5479.0,Company emerged,not emerged 5 years,GA Atlanta,2018-05-10,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1205279235.0,2548.0,Chapter 11,Paul Weiss
282,Dade Behring Inc.,D: Manufacturing,28 Chemicals and Allied Products,Not tort,2002-08-01,confirmed,no 363 sale,48.0,DE,IL ND,Chicago,Filed at headquarters,debtors,prepackaged,7090.0,Company emerged,"emerged 5 years, did not refile",IL Chicago,2002-09-18,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1887175212.0,2401.0,Chapter 11,Kirkland Ellis
283,Dailey International Inc.,B: Mining,13 Oil And Gas Extraction,Not tort,1999-05-28,confirmed,no 363 sale,83.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,759.0,company did not emerge,not emerged 5 years,TX Houston,1999-08-19,d Less than $500 million,"d 200 but less than 1,000",207371470.0,427.0,Chapter 11,Haynes Boone
284,Daisy Systems Corp.,D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,1990-05-30,no data,363 sale,,CA,CO,Denver,Filed at headquarters,creditors,free fall,1207.0,company did not emerge,not emerged 5 years,CO Denver,,d Less than $500 million,"c 1,000 but less than 10,000",309889466.0,327.0,Chapter 11,Stutman Treister
285,DaisyTek International Corp.,F: Wholesale Trade,51 Wholesale Trade-non-durable Goods,Not tort,2003-05-07,confirmed,no 363 sale,315.0,DE,TX ND,Dallas,Forum Shop,debtors,free fall,1200.0,company did not emerge,not emerged 5 years,TX Sherman,2004-03-17,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1682080054.0,588.0,Chapter 11,Vinson Elkins
286,Dan River Inc.,D: Manufacturing,22 Textile Mill Products,Not tort,2004-03-31,confirmed,no 363 sale,293.0,GA,GA ND,Newnan,Forum Shop,debtors,free fall,5100.0,Company emerged,"emerged 5 years, refiled",VA Lynchburg,2005-01-18,c $500 million but less than $1billion,"c 1,000 but less than 10,000",663622147.0,601.0,Chapter 11,King Spalding
287,Dana Corporation,D: Manufacturing,37 Transportation Equipment,Not tort,2006-03-03,confirmed,no 363 sale,663.0,VA,NY SD,New York,Forum Shop,debtors,free fall,44000.0,Company emerged,"emerged 5 years, did not refile",OH Toledo,2007-12-26,b $1 billion but less than $10 billion,"a 30,000 and over",11340657287.0,9629.0,Chapter 11,Jones Day
288,Days Inns of America Inc.,I: Services,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",Not tort,1991-09-27,confirmed,363 sale,448.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,3593.0,Company emerged,"emerged 5 years, did not refile",GA Atlanta,1992-12-18,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",173710718.0,1132.0,Chapter 11,Willkie Farr
289,Dayton Superior Corporation,D: Manufacturing,33 Primary Metal Industries,Not tort,2009-04-19,confirmed,no 363 sale,178.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,1400.0,Company emerged,"emerged 5 years, did not refile",OH Dayton,2009-10-14,d Less than $500 million,"c 1,000 but less than 10,000",581388475.0,367.0,Chapter 11,Latham Watkins
290,DDI Corp.,D: Manufacturing,36 Electronic And Other Electrical Equipment And Components,Not tort,2003-08-20,confirmed,no 363 sale,104.0,DE,NY SD,New York,Forum Shop,debtors,prenegotiated,1900.0,Company emerged,"emerged 5 years, did not refile",CA Santa Ana,2003-12-02,d Less than $500 million,"c 1,000 but less than 10,000",351061382.0,312.0,Chapter 11,Kirkland Ellis
291,De Laurentiis Entertainment Group Inc.,I: Services,78 Motion Pictures,Not tort,1988-08-16,confirmed,no 363 sale,625.0,DE,CA CD,Los Angeles,Filed at headquarters,debtors,free fall,146.0,company did not emerge,not emerged 5 years,CA Los Angeles,1990-05-03,d Less than $500 million,e Less than 200,150818824.0,494.0,Chapter 11,Levene Eisenberg
292,Dean Foods Company,D: Manufacturing,20 Food and Kindred Products,Not tort,2019-11-12,pending,363 sale,,DE,TX SD,Houston,Forum Shop,debtors,free fall,15000.0,case pending,not emerged 5 years,TX Dallas,,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",1676296545.0,2145.0,Chapter 11,Davis Polk
293,DecisionOne Holdings Corp.,I: Services,73 Business Services,Not tort,2000-02-14,confirmed,no 363 sale,36.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,5110.0,Company emerged,"emerged 5 years, refiled",PA Philadelphia,2000-03-21,c $500 million but less than $1billion,"c 1,000 but less than 10,000",1113599982.0,699.0,Chapter 11,Debevoise Plimpton
294,Delphi Corporation,D: Manufacturing,37 Transportation Equipment,Not tort,2005-10-08,confirmed,no 363 sale,839.0,DE,NY SD,New York,Forum Shop,debtors,free fall,185200.0,Company emerged,"emerged 5 years, did not refile",MI Detroit,2008-01-25,a $10 billion and over,"a 30,000 and over",37426138695.0,21697.0,Chapter 11,Skadden Arps
295,"Delta Air Lines, Inc.","E: Transportation, Communications, Electric, Gas",45 Transportation By Air,Not tort,2005-09-14,confirmed,no 363 sale,588.0,DE,NY SD,New York,Forum Shop,debtors,free fall,69150.0,Company emerged,"emerged 5 years, did not refile",GA Atlanta,2007-04-25,a $10 billion and over,"a 30,000 and over",19656091288.0,28564.0,Chapter 11,Davis Polk
296,Delta Financial Corporation,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,2007-12-17,confirmed,no 363 sale,361.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,1395.0,company did not emerge,not emerged 5 years,NY Central Islip,2008-12-12,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",635186935.0,8173.0,Chapter 11,Morrison Foerster
297,Delta Petroleum Corporation,B: Mining,13 Oil And Gas Extraction,Not tort,2011-12-15,confirmed,no 363 sale,245.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,39.0,Company emerged,"emerged 5 years, did not refile",CO Denver,2012-08-16,b $1 billion but less than $10 billion,e Less than 200,169444528.0,1182.0,Chapter 11,Hughes Hubbard
298,Denbury Resources Inc.,B: Mining,13 Oil And Gas Extraction,Not tort,2020-07-30,confirmed,no 363 sale,34.0,DE,TX SD,Houston,Forum Shop,debtors,prepackaged,806.0,Company emerged,not emerged 5 years,TX Plano,2020-09-02,b $1 billion but less than $10 billion,"d 200 but less than 1,000",1281638722.0,4717.0,Chapter 11,Kirkland Ellis
299,Dendreon Corporation,D: Manufacturing,28 Chemicals and Allied Products,Not tort,2014-11-10,confirmed,363 sale,204.0,DE,DE,Wilmington,Forum Shop,debtors,prenegotiated,540.0,company did not emerge,not emerged 5 years,WA Seattle,2015-06-02,d Less than $500 million,"d 200 but less than 1,000",312971174.0,479.0,Chapter 11,Skadden Arps
300,Derby Cycle Corp,D: Manufacturing,37 Transportation Equipment,Not tort,2001-08-20,confirmed,363 sale,165.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,2745.0,Company emerged,"emerged 5 years, did not refile",CT Bridgeport,2002-02-01,c $500 million but less than $1billion,"c 1,000 but less than 10,000",772910737.0,522.0,Chapter 11,PauL Weiss
301,"Dex Media, Inc. (2016)",I: Services,73 Business Services,Not tort,2016-05-16,confirmed,no 363 sale,60.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,3500.0,Company emerged,not emerged 5 years,TX Dallas,2016-07-15,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1967956866.0,1867.0,Chapter 11,Kirkland Ellis
302,Dex One Corporation (2013),I: Services,73 Business Services,Not tort,2013-03-18,confirmed,no 363 sale,42.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,2300.0,Company emerged,"emerged 5 years, refiled",NC Raleigh,2013-04-29,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",1454715728.0,3173.0,Chapter 11,Kirkland Ellis
303,"Diamond Offshore Drilling, Inc.",B: Mining,13 Oil And Gas Extraction,Not tort,2020-04-26,pending,case pending,,DE,TX SD,Houston,Filed at headquarters,debtors,free fall,2500.0,case pending,not emerged 5 years,TX Houston,,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",996268425.0,5927.0,Chapter 11,Paul Weiss
304,Ditech Holding Corporation (2019),"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,2019-02-11,confirmed,no 363 sale,227.0,MD,NY SD,New York,Forum Shop,debtors,prenegotiated,2900.0,company did not emerge,not emerged 5 years,PA Philadelphia,2019-09-26,a $10 billion and over,"c 1,000 but less than 10,000",871983436.0,11628.0,Chapter 11,Weil Gotshal
305,"Divi Hotels, N.V.",I: Services,"70 Hotels, Rooming Houses, Camps, and Other Lodging Places",Not tort,1991-07-25,confirmed,no 363 sale,68.0,Aruba,FL SD,Miami,Forum Shop,debtors,prenegotiated,2500.0,Company emerged,"emerged 5 years, did not refile",Outside United States,1991-10-01,d Less than $500 million,"c 1,000 but less than 10,000",177684498.0,398.0,Chapter 11,Gibson Dunn
306,"divine, inc.",I: Services,73 Business Services,Not tort,2003-02-25,confirmed,363 sale,652.0,DE,MA,Boston,Forum Shop,debtors,free fall,3600.0,Company emerged,"emerged 5 years, did not refile",IL Chicago,2004-12-08,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",284515565.0,1244.0,Chapter 11,Latham Watkins
307,Dolan Company,I: Services,73 Business Services,Not tort,2014-03-23,confirmed,no 363 sale,78.0,DE,DE,Wilmington,Forum Shop,debtors,prepackaged,1708.0,Company emerged,"emerged 5 years, did not refile",MN Minneapolis,2014-06-09,d Less than $500 million,"c 1,000 but less than 10,000",280335869.0,496.0,Chapter 11,Kirkland Ellis
308,Doral Financial Corporation,"H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2015-03-11,confirmed,no 363 sale,518.0,Puerto Rico,NY SD,New York,Filed at headquarters,debtors,free fall,1333.0,company did not emerge,not emerged 5 years,NY New York,2016-08-10,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",476610310.0,9370.0,Chapter 11,Ropes Gray
309,Doskocil Cos Inc.,D: Manufacturing,20 Food and Kindred Products,Not tort,1990-03-05,confirmed,no 363 sale,570.0,DE,KS,Topeka,Forum Shop,debtors,free fall,4700.0,Company emerged,"emerged 5 years, did not refile",KS Wichita (not required),1991-09-26,c $500 million but less than $1billion,"c 1,000 but less than 10,000",976348436.0,934.0,Chapter 11,Stutman Treister
310,Dow Corning Corporation,D: Manufacturing,28 Chemicals and Allied Products,Other products,1995-05-15,confirmed,no 363 sale,1660.0,MI,MI ED,Bay City,Filed at headquarters,debtors,free fall,8300.0,Company emerged,"emerged 5 years, did not refile",MI Bay City,1999-11-30,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",3772936796.0,7005.0,Chapter 11,Sheinfeld Maley
311,Downey Financial Corp.,"H: Finance, Insurance, And Real Estate",60 Depository Institutions,Not tort,2008-11-25,Chapter 7 at filing,Chapter 7 at filing,,DE,DE,Wilmington,Forum Shop,debtors,not applicable,2483.0,company did not emerge,not emerged 5 years,CA Santa Ana,,a $10 billion and over,"c 1,000 but less than 10,000",1079295603.0,16444.0,Chapter 7,Rutan Tucker
312,DR Holdings Inc. of Delaware,D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,1992-08-26,confirmed,no 363 sale,302.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,6750.0,Company emerged,"emerged 5 years, did not refile",MA Boston,1993-06-24,b $1 billion but less than $10 billion,"c 1,000 but less than 10,000",2241932439.0,2125.0,Chapter 11,Paul Weiss
313,Dreco Energy Services Ltd.,D: Manufacturing,35 Industrial and Commercial Machinery and Computer Equipment,Not tort,1982-06-25,confirmed,no 363 sale,1084.0,Canada,TX SD,Houston,Filed at headquarters,debtors,free fall,2313.0,Company emerged,"emerged 5 years, did not refile",TX Houston,1985-06-13,c $500 million but less than $1billion,"c 1,000 but less than 10,000",652699509.0,524.0,Chapter 11,Fulbright Jaworski
314,"Drug Emporium, Inc.",G: Retail Trade,59 Miscellaneous Retail,Not tort,2001-03-26,confirmed,no 363 sale,162.0,DE,OH ND,Youngstown,Forum Shop,debtors,prenegotiated,5500.0,Company emerged,"emerged 5 years, refiled",OH Columbus,2001-09-04,d Less than $500 million,"c 1,000 but less than 10,000",1337848865.0,392.0,Chapter 11,Squire Sanders
315,Drypers Corp.,D: Manufacturing,26 Paper and Allied Products,Not tort,2000-10-10,confirmed,363 sale,307.0,DE,TX SD,Houston,Filed at headquarters,debtors,free fall,1540.0,company did not emerge,not emerged 5 years,TX Houston,2001-08-13,c $500 million but less than $1billion,"c 1,000 but less than 10,000",539450636.0,505.0,Chapter 11,Diamond McCarthy
316,"DTI Holdings, Inc.","E: Transportation, Communications, Electric, Gas",48 Communications,Not tort,2001-12-31,confirmed,363 sale,527.0,MO,MO ED,St. Louis,Filed at headquarters,debtors,free fall,67.0,Company emerged,"emerged 5 years, did not refile",MO St. Louis,2003-06-11,c $500 million but less than $1billion,e Less than 200,13266927.0,562.0,Chapter 11,Sonnenschein Nath
317,"Dura Automotive Systems, Inc.",D: Manufacturing,37 Transportation Equipment,Not tort,2006-10-30,confirmed,no 363 sale,561.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,15800.0,Company emerged,"emerged 5 years, did not refile",MI Detroit,2008-05-13,b $1 billion but less than $10 billion,"b 10,000 but less than 30,000",3025704965.0,2679.0,Chapter 11,Kirkland Ellis
318,DVI Inc.,"H: Finance, Insurance, And Real Estate",61 Non-depository Credit Institutions,Not tort,2003-08-25,confirmed,no 363 sale,457.0,DE,DE,Wilmington,Forum Shop,debtors,free fall,506.0,company did not emerge,not emerged 5 years,PA Philadelphia,2004-11-24,b $1 billion but less than $10 billion,"d 200 but less than 1,000",197542579.0,2359.0,Chapter 11,Latham Watkins
319,Dyersburg Corp.,D: Manufacturing,22 Textile Mill Products,Not tort,2000-09-25,converted,no 363 sale,724.0,TN,DE,Wilmington,Forum Shop,debtors,prenegotiated,2250.0,company did not emerge,not emerged 5 years,NC Charlotte,2002-09-19,d Less than $500 million,"c 1,000 but less than 10,000",467053725.0,484.0,Chapter 11,Debevoise Plimpton
320,"Dynegy Holdings, LLC","E: Transportation, Communications, Electric, Gas","49 Electric, Gas, And Sanitary Services",Not tort,2011-11-07,confirmed,no 363 sale,308.0,DE,NY SD,Poughkeepsie,Forum Shop,debtors,prenegotiated,1654.0,Company emerged,"emerged 5 years, did not refile",TX Houston,2012-09-10,a $10 billion and over,"c 1,000 but less than 10,000",2674628042.0,11529.0,Chapter 11,Sidley Austin
